,timestamp,open,high,low,close,volume,time_diff_in_days,time_diff_in_min
26,2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,1.0,0.0
27,2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,1.0,0.0
28,2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,1.0,0.0
29,2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,1.0,0.0
30,2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,1.0,0.0
31,2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,1.0,0.0
32,2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,1.0,0.0
33,2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,1.0,0.0
34,2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,1.0,0.0
35,2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,1.0,0.0
36,2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,1.0,0.0
37,2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,1.0,0.0
38,2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,1.0,0.0
39,2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,1.0,0.0
40,2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,1.0,0.0
41,2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,1.0,0.0
42,2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,1.0,0.0
43,2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,1.0,0.0
44,2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,1.0,0.0
45,2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,1.0,0.0
46,2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,1.0,0.0
47,2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,1.0,0.0
48,2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,1.0,0.0
49,2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,1.0,0.0
50,2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,1.0,0.0
51,2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,1.0,0.0
52,2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,1.0,0.0
53,2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,1.0,0.0
54,2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,1.0,0.0
55,2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,1.0,0.0
56,2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,1.0,0.0
57,2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,1.0,0.0
58,2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,1.0,0.0
59,2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.523375,1.0,0.0
60,2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.996462,1.0,0.0
61,2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.869376,1.0,0.0
62,2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,1.0,0.0
63,2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.722107,1.0,0.0
64,2017-10-20,5683.31,6110.0,5600.0,6010.01,1972.97722,1.0,0.0
65,2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.307693,1.0,0.0
66,2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.092216,1.0,0.0
67,2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,1.0,0.0
68,2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.418767,1.0,0.0
69,2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813205,1.0,0.0
70,2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.965882,1.0,0.0
71,2017-10-27,5861.77,5980.0,5649.24,5768.83,1403.706416,1.0,0.0
72,2017-10-28,5768.79,5850.02,5630.03,5719.64,1276.754412,1.0,0.0
73,2017-10-29,5709.98,6189.88,5648.01,6169.98,1804.778173,1.0,0.0
74,2017-10-30,6133.01,6248.68,6030.0,6120.5,1473.687043,1.0,0.0
75,2017-10-31,6120.52,6498.01,6100.0,6463.0,1511.774925,1.0,0.0
76,2017-11-01,6463.0,6774.67,6338.02,6753.98,1675.615188,1.0,0.0
77,2017-11-02,6753.98,7300.0,6685.1,7019.98,2503.610803,1.0,0.0
78,2017-11-03,7010.31,7346.34,6923.0,7115.04,1891.497592,1.0,0.0
79,2017-11-04,7115.02,7480.99,6901.0,7357.09,1399.191767,1.0,0.0
80,2017-11-05,7357.27,7590.25,7279.02,7345.01,1207.83233,1.0,0.0
81,2017-11-06,7345.1,7401.0,6906.0,6960.12,1763.019261,1.0,0.0
82,2017-11-07,6981.72,7198.49,6901.0,7064.04,1440.259494,1.0,0.0
83,2017-11-08,7070.0,7770.02,6651.0,7303.0,2822.298802,1.0,0.0
84,2017-11-09,7303.01,7392.0,7015.0,7079.99,1913.398308,1.0,0.0
85,2017-11-10,7079.0,7279.91,6255.01,6506.98,3254.704105,1.0,0.0
86,2017-11-11,6503.0,6797.98,6100.0,6245.05,2754.156861,1.0,0.0
87,2017-11-12,6245.05,6630.0,5325.01,5811.03,4968.483069,1.0,0.0
88,2017-11-13,5839.94,6697.47,5699.99,6465.99,2621.243039,1.0,0.0
89,2017-11-14,6465.99,6684.98,6311.07,6574.99,1254.292531,1.0,0.0
90,2017-11-15,6575.99,7298.0,6575.99,7240.06,1779.605845,1.0,0.0
91,2017-11-16,7240.14,7940.0,7076.0,7864.5,2331.95675,1.0,0.0
92,2017-11-17,7876.98,7989.0,7451.0,7699.19,3982.395925,1.0,0.0
93,2017-11-18,7680.01,7819.99,7422.0,7761.94,3954.266477,1.0,0.0
94,2017-11-19,7761.94,8123.15,7650.33,8038.0,3867.340444,1.0,0.0
95,2017-11-20,8057.11,8319.99,7954.0,8212.0,3886.634348,1.0,0.0
96,2017-11-21,8212.49,8400.0,7801.0,8119.51,4544.474016,1.0,0.0
97,2017-11-22,8091.09,8322.68,8091.09,8205.92,3545.00571,1.0,0.0
98,2017-11-23,8233.03,8260.0,8000.0,8019.99,4093.952687,1.0,0.0
99,2017-11-24,8019.97,8369.0,7850.0,8138.0,4411.789112,1.0,0.0
100,2017-11-25,8138.99,8734.78,8090.0,8700.01,4292.623682,1.0,0.0
101,2017-11-26,8700.04,9350.0,8604.72,9128.02,4147.380237,1.0,0.0
102,2017-11-27,9128.0,9654.28,9112.04,9650.0,4521.625707,1.0,0.0
103,2017-11-28,9650.0,9939.0,9570.5,9896.8,4917.210985,1.0,0.0
104,2017-11-29,9896.79,11300.03,8520.0,9687.88,13352.538715,1.0,0.0
105,2017-11-30,9687.88,10900.0,8850.8,9838.96,9389.574329,1.0,0.0
106,2017-12-01,9837.0,10898.0,9380.0,10782.99,6134.923633,1.0,0.0
107,2017-12-02,10775.04,11190.0,10620.0,10890.01,4765.439757,1.0,0.0
108,2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524,1.0,0.0
109,2017-12-04,11165.41,11600.0,10802.0,11579.0,4663.424562,1.0,0.0
110,2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055,1.0,0.0
111,2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.946319,1.0,0.0
112,2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695,1.0,0.0
113,2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136,1.0,0.0
114,2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687,1.0,0.0
115,2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173,1.0,0.0
116,2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762,1.0,0.0
117,2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411,1.0,0.0
118,2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328801,1.0,0.0
119,2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867151,1.0,0.0
120,2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273947,1.0,0.0
121,2017-12-16,17516.81,19539.0,17190.01,19102.66,4202.628709,1.0,0.0
122,2017-12-17,19120.19,19798.68,18510.0,18860.02,9177.183434,1.0,0.0
123,2017-12-18,18860.04,19300.0,17029.98,18856.25,10624.633071,1.0,0.0
124,2017-12-19,18856.25,18950.0,16300.0,17295.2,13210.74822,1.0,0.0
125,2017-12-20,17295.2,17720.35,14777.66,16488.98,13450.496693,1.0,0.0
126,2017-12-21,16480.52,17309.5,14022.0,15492.64,20324.2173,1.0,0.0
127,2017-12-22,15514.03,15699.34,10961.0,13326.61,36076.271175,1.0,0.0
128,2017-12-23,13326.61,14950.0,12978.18,13300.0,13141.538875,1.0,0.0
129,2017-12-24,13300.0,13819.99,11640.0,13500.0,28557.534988,1.0,0.0
130,2017-12-25,13500.0,14300.0,12708.0,13699.34,15748.207607,1.0,0.0
131,2017-12-26,13699.34,16050.0,13533.0,15689.01,15034.668104,1.0,0.0
132,2017-12-27,15709.98,16498.05,14200.15,15459.99,14959.864723,1.0,0.0
133,2017-12-28,15459.97,15539.99,13150.0,14182.11,21717.858014,1.0,0.0
134,2017-12-29,14199.14,14981.0,13850.0,14378.9,18072.008116,1.0,0.0
135,2017-12-30,14378.99,14398.85,11750.0,12440.01,19221.158039,1.0,0.0
136,2017-12-31,12345.1,14050.11,12149.98,13716.36,11768.989718,1.0,0.0
137,2018-01-01,13715.65,13818.55,12750.0,13380.0,8609.915844,1.0,0.0
138,2018-01-02,13382.16,15473.49,12890.02,14675.11,20078.092111,1.0,0.0
139,2018-01-03,14690.0,15307.56,14150.0,14919.51,15905.667639,1.0,0.0
140,2018-01-04,14919.51,15280.0,13918.04,15059.54,21329.649574,1.0,0.0
141,2018-01-05,15059.56,17176.24,14600.0,16960.39,23251.491125,1.0,0.0
142,2018-01-06,16960.39,17143.13,16011.21,17069.79,18571.457508,1.0,0.0
143,2018-01-07,17069.79,17099.96,15610.0,16150.03,12493.125558,1.0,0.0
144,2018-01-08,16218.85,16322.3,12812.0,14902.54,26600.609912,1.0,0.0
145,2018-01-09,14902.54,15500.0,14011.05,14400.0,14315.004253,1.0,0.0
146,2018-01-10,14401.0,14955.66,13131.31,14907.09,17411.001655,1.0,0.0
147,2018-01-11,14940.0,14968.68,11400.0,13238.78,33554.723751,1.0,0.0
148,2018-01-12,13238.76,14109.78,12500.0,13740.01,16417.162137,1.0,0.0
149,2018-01-13,13749.95,14580.0,13706.15,14210.0,12221.508528,1.0,0.0
150,2018-01-14,14210.0,14339.5,12569.2,13474.99,17017.894329,1.0,0.0
151,2018-01-15,13477.98,14249.99,13147.79,13539.93,14652.094705,1.0,0.0
152,2018-01-16,13500.0,13542.93,9035.0,10900.0,63401.169175,1.0,0.0
153,2018-01-17,10899.99,11680.99,9037.94,10988.79,72331.796646,1.0,0.0
154,2018-01-18,10972.59,11878.82,10435.33,10961.97,48464.434937,1.0,0.0
155,2018-01-19,10960.0,11795.0,10360.0,11474.98,34129.375421,1.0,0.0
156,2018-01-20,11474.98,13099.0,11412.45,12799.94,28768.857827,1.0,0.0
157,2018-01-21,12799.8,12799.8,10965.0,11530.0,41379.773426,1.0,0.0
158,2018-01-22,11530.0,11926.35,9900.24,10760.05,43752.606791,1.0,0.0
159,2018-01-23,10760.05,11399.0,9905.0,10799.18,37473.922552,1.0,0.0
160,2018-01-24,10799.14,11570.48,10500.0,11349.99,27158.587762,1.0,0.0
161,2018-01-25,11349.96,11794.05,10950.21,11175.27,20839.954183,1.0,0.0
162,2018-01-26,11184.7,11643.0,10311.15,11089.0,33056.87196,1.0,0.0
163,2018-01-27,11089.0,11650.0,10842.69,11491.0,18860.768345,1.0,0.0
164,2018-01-28,11499.98,12244.0,11408.0,11879.95,16887.339524,1.0,0.0
165,2018-01-29,11879.95,11975.02,11139.55,11251.0,14170.377538,1.0,0.0
166,2018-01-30,11250.11,11308.42,9900.0,10237.51,25554.372946,1.0,0.0
167,2018-01-31,10230.0,10425.85,9700.0,10285.1,18015.956805,1.0,0.0
168,2018-02-01,10285.1,10335.0,8750.99,9224.52,33564.764311,1.0,0.0
169,2018-02-02,9224.52,9250.0,8010.02,8873.03,49971.626975,1.0,0.0
170,2018-02-03,8873.03,9473.01,8229.0,9199.96,28725.000735,1.0,0.0
171,2018-02-04,9199.96,9368.0,7930.0,8184.81,32014.308449,1.0,0.0
172,2018-02-05,8179.99,8382.8,6625.0,6939.99,63403.182579,1.0,0.0
173,2018-02-06,6939.63,7878.0,6000.01,7652.14,100201.500307,1.0,0.0
174,2018-02-07,7655.02,8476.0,7150.01,7599.0,60778.460497,1.0,0.0
175,2018-02-08,7599.0,7844.0,7572.09,7784.02,1521.537318,1.0,0.0
176,2018-02-09,7789.9,8738.0,7789.9,8683.92,20482.910825,1.0,0.0
177,2018-02-10,8683.93,9065.78,8120.0,8533.98,49381.512653,1.0,0.0
178,2018-02-11,8533.99,8549.0,7726.53,8063.88,45025.187952,1.0,0.0
179,2018-02-12,8063.82,8989.0,8053.0,8903.0,41987.85049,1.0,0.0
180,2018-02-13,8903.0,8950.0,8351.0,8539.9,35454.972956,1.0,0.0
181,2018-02-14,8535.17,9489.6,8533.0,9449.99,40811.952867,1.0,0.0
182,2018-02-15,9449.98,10219.5,9301.5,10000.09,52427.596715,1.0,0.0
183,2018-02-16,10000.89,10323.37,9666.0,10159.98,38161.205974,1.0,0.0
184,2018-02-17,10156.07,11075.07,10050.0,11039.55,41882.108407,1.0,0.0
185,2018-02-18,11039.55,11274.0,10080.0,10383.43,61137.380728,1.0,0.0
186,2018-02-19,10375.01,11250.0,10270.33,11153.0,40831.417131,1.0,0.0
187,2018-02-20,11147.11,11786.01,11100.59,11200.99,48153.354288,1.0,0.0
188,2018-02-21,11195.07,11304.03,10200.0,10437.6,68113.818754,1.0,0.0
189,2018-02-22,10439.02,10933.44,9679.0,9811.04,67060.166483,1.0,0.0
190,2018-02-23,9815.55,10435.0,9570.19,10131.04,57202.70237,1.0,0.0
191,2018-02-24,10131.04,10496.97,9352.0,9694.51,40888.156299,1.0,0.0
192,2018-02-25,9694.51,9847.0,9274.8,9590.0,28373.517586,1.0,0.0
193,2018-02-26,9590.0,10444.32,9350.0,10324.0,34878.292756,1.0,0.0
194,2018-02-27,10321.0,10870.0,10121.0,10569.04,30705.385123,1.0,0.0
195,2018-02-28,10584.33,11098.0,10300.0,10326.76,30800.983782,1.0,0.0
196,2018-03-01,10325.64,11060.41,10240.0,10920.0,25092.55393,1.0,0.0
197,2018-03-02,10923.36,11200.0,10770.0,11039.0,23910.71009,1.0,0.0
198,2018-03-03,11038.99,11544.0,11015.01,11464.48,21287.15328,1.0,0.0
199,2018-03-04,11464.47,11565.0,11050.02,11515.0,17295.918653,1.0,0.0
200,2018-03-05,11515.0,11710.0,11415.01,11454.0,15144.231063,1.0,0.0
201,2018-03-06,11455.0,11455.0,10555.48,10716.48,29515.572363,1.0,0.0
202,2018-03-07,10716.48,10899.0,9389.31,9910.0,50647.67108,1.0,0.0
203,2018-03-08,9910.0,10099.0,9060.0,9271.64,41109.473226,1.0,0.0
204,2018-03-09,9267.07,9410.0,8329.0,9227.0,64112.291407,1.0,0.0
205,2018-03-10,9230.0,9490.0,8667.07,8770.22,37180.012857,1.0,0.0
206,2018-03-11,8770.22,9740.0,8450.0,9533.57,44325.973386,1.0,0.0
207,2018-03-12,9533.57,9888.88,8780.0,9131.34,42230.77793,1.0,0.0
208,2018-03-13,9131.34,9474.0,8823.0,9150.0,40191.409358,1.0,0.0
209,2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,1.0,0.0
210,2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,1.0,0.0
211,2018-03-16,8240.98,8611.64,7900.0,8260.0,38815.409893,1.0,0.0
212,2018-03-17,8260.0,8348.62,7721.99,7824.8,33110.206329,1.0,0.0
213,2018-03-18,7824.01,8317.4,7322.0,8189.99,59488.231711,1.0,0.0
214,2018-03-19,8189.0,8705.23,8088.4,8600.0,55297.084942,1.0,0.0
215,2018-03-20,8595.01,9050.0,8280.0,8909.98,44865.105835,1.0,0.0
216,2018-03-21,8909.96,9177.01,8750.6,8885.0,39972.405371,1.0,0.0
217,2018-03-22,8884.82,9100.0,8465.1,8722.9,40617.556809,1.0,0.0
218,2018-03-23,8720.0,8909.0,8269.0,8898.03,39991.007666,1.0,0.0
219,2018-03-24,8898.04,8999.95,8491.0,8546.86,35466.609572,1.0,0.0
220,2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.769316,1.0,0.0
221,2018-03-26,8470.14,8514.89,7831.0,8134.23,44033.59566,1.0,0.0
222,2018-03-27,8134.22,8215.94,7730.0,7795.51,37427.64805,1.0,0.0
223,2018-03-28,7795.51,8109.0,7728.0,7949.3,26401.33167,1.0,0.0
224,2018-03-29,7949.3,7975.0,6941.11,7090.14,54620.915125,1.0,0.0
225,2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,1.0,0.0
226,2018-03-31,6840.24,7223.36,6777.0,6923.91,36868.539087,1.0,0.0
227,2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,1.0,0.0
228,2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,1.0,0.0
229,2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,1.0,0.0
230,2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,1.0,0.0
231,2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,1.0,0.0
232,2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,1.0,0.0
233,2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,1.0,0.0
234,2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,1.0,0.0
235,2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,1.0,0.0
236,2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,1.0,0.0
237,2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,1.0,0.0
238,2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,1.0,0.0
239,2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,1.0,0.0
240,2018-04-14,7877.48,8186.0,7810.0,7999.01,31621.286357,1.0,0.0
241,2018-04-15,8004.0,8429.54,7999.02,8355.0,27946.720444,1.0,0.0
242,2018-04-16,8355.07,8419.0,7867.0,8064.92,36664.069715,1.0,0.0
243,2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,1.0,0.0
244,2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,1.0,0.0
245,2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,1.0,0.0
246,2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,1.0,0.0
247,2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,1.0,0.0
248,2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,1.0,0.0
249,2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,1.0,0.0
250,2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,1.0,0.0
251,2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,1.0,0.0
252,2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,1.0,0.0
253,2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,1.0,0.0
254,2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,1.0,0.0
255,2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,1.0,0.0
256,2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,1.0,0.0
257,2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,1.0,0.0
258,2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,1.0,0.0
259,2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,1.0,0.0
260,2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,1.0,0.0
261,2018-05-05,9714.0,10020.0,9682.0,9864.0,24990.018345,1.0,0.0
262,2018-05-06,9863.99,9970.0,9417.03,9659.01,27690.351559,1.0,0.0
263,2018-05-07,9661.02,9689.67,9181.0,9365.0,33787.640012,1.0,0.0
264,2018-05-08,9365.0,9475.7,9060.54,9187.56,25533.831889,1.0,0.0
265,2018-05-09,9178.0,9390.0,8965.0,9310.0,25673.524899,1.0,0.0
266,2018-05-10,9310.0,9395.12,8970.0,9002.2,25055.063718,1.0,0.0
267,2018-05-11,9002.21,9016.8,8341.0,8400.0,48227.048061,1.0,0.0
268,2018-05-12,8405.94,8646.88,8153.0,8465.94,40241.32081,1.0,0.0
269,2018-05-13,8475.44,8763.36,8298.0,8679.71,25632.869362,1.0,0.0
270,2018-05-14,8679.71,8879.99,8277.0,8663.34,37389.666533,1.0,0.0
271,2018-05-15,8663.37,8859.99,8401.3,8462.0,28126.956136,1.0,0.0
272,2018-05-16,8462.0,8488.0,8083.01,8330.0,31130.718908,1.0,0.0
273,2018-05-17,8330.0,8464.0,7979.0,8041.46,25439.844799,1.0,0.0
274,2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,1.0,0.0
275,2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,1.0,0.0
276,2018-05-20,8233.49,8609.0,8163.9,8526.98,19957.057109,1.0,0.0
277,2018-05-21,8526.97,8595.31,8305.0,8381.24,21516.596486,1.0,0.0
278,2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,1.0,0.0
279,2018-05-23,7977.12,8031.9,7425.0,7501.95,42910.666774,1.0,0.0
280,2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,1.0,0.0
281,2018-05-25,7578.99,7649.55,7308.15,7457.0,26739.95664,1.0,0.0
282,2018-05-26,7456.99,7620.0,7300.0,7333.96,19464.086071,1.0,0.0
283,2018-05-27,7334.0,7400.0,7231.11,7338.99,18706.945515,1.0,0.0
284,2018-05-28,7338.99,7437.0,7058.02,7099.0,27219.438963,1.0,0.0
285,2018-05-29,7099.0,7540.0,7032.95,7461.29,39407.21183,1.0,0.0
286,2018-05-30,7467.98,7569.0,7260.5,7375.96,32041.583623,1.0,0.0
287,2018-05-31,7382.07,7699.0,7327.51,7485.01,30776.063102,1.0,0.0
288,2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.124078,1.0,0.0
289,2018-06-02,7521.01,7697.33,7437.0,7640.03,26720.690219,1.0,0.0
290,2018-06-03,7636.81,7786.69,7600.0,7714.26,27505.158951,1.0,0.0
291,2018-06-04,7714.26,7760.52,7446.5,7487.0,32258.835115,1.0,0.0
292,2018-06-05,7487.0,7679.49,7358.0,7625.0,31722.973384,1.0,0.0
293,2018-06-06,7626.64,7699.0,7467.05,7658.84,27229.991898,1.0,0.0
294,2018-06-07,7658.79,7765.0,7620.0,7691.08,25062.227202,1.0,0.0
295,2018-06-08,7691.08,7703.5,7531.0,7603.44,23396.804671,1.0,0.0
296,2018-06-09,7603.44,7683.98,7450.0,7491.73,19339.885176,1.0,0.0
297,2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,1.0,0.0
298,2018-06-11,6765.0,6922.0,6610.0,6872.0,34552.162303,1.0,0.0
299,2018-06-12,6872.0,6890.51,6435.0,6530.0,36722.211191,1.0,0.0
300,2018-06-13,6530.0,6627.6,6118.68,6292.78,46185.5181,1.0,0.0
301,2018-06-14,6292.78,6720.0,6260.0,6635.98,44478.130837,1.0,0.0
302,2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,1.0,0.0
303,2018-06-16,6380.01,6560.0,6320.86,6483.98,22277.241147,1.0,0.0
304,2018-06-17,6482.5,6589.03,6422.0,6449.61,19847.247688,1.0,0.0
305,2018-06-18,6444.06,6794.38,6380.0,6712.46,31821.434995,1.0,0.0
306,2018-06-19,6711.39,6841.74,6653.0,6741.21,24311.421143,1.0,0.0
307,2018-06-20,6740.0,6817.23,6551.81,6761.51,26359.752452,1.0,0.0
308,2018-06-21,6763.21,6795.0,6672.57,6718.84,25428.854048,1.0,0.0
309,2018-06-22,6717.69,6733.97,5918.94,6045.0,52157.370833,1.0,0.0
310,2018-06-23,6045.92,6260.0,6008.48,6149.98,26622.788589,1.0,0.0
311,2018-06-24,6149.98,6259.8,5750.0,6136.97,47445.998955,1.0,0.0
312,2018-06-25,6137.95,6350.0,6061.97,6252.0,39164.515306,1.0,0.0
313,2018-06-26,6252.0,6272.54,6035.0,6070.78,19377.240484,1.0,0.0
314,2018-06-27,6065.89,6190.43,5971.0,6133.73,19225.671098,1.0,0.0
315,2018-06-28,6134.73,6173.01,5827.0,5853.98,30585.266026,1.0,0.0
316,2018-06-29,5851.01,6300.0,5780.0,6197.92,33911.287278,1.0,0.0
317,2018-06-30,6197.92,6528.99,6186.03,6390.07,37919.61284,1.0,0.0
318,2018-07-01,6391.08,6441.06,6251.0,6356.81,27562.965974,1.0,0.0
319,2018-07-02,6360.82,6685.0,6271.62,6615.29,36230.452264,1.0,0.0
320,2018-07-03,6615.29,6679.35,6463.01,6513.86,38657.781691,1.0,0.0
321,2018-07-04,6511.01,6784.92,6441.11,6586.98,23571.892777,1.0,0.0
322,2018-07-05,6585.53,6712.0,6453.33,6529.2,35071.972898,1.0,0.0
323,2018-07-06,6529.2,6648.54,6425.0,6609.78,29397.094748,1.0,0.0
324,2018-07-07,6609.79,6818.16,6508.88,6756.98,23973.876886,1.0,0.0
